code,name,six_dim_score,change_pct,volume_ratio,close,six_dim_details,open,high,low,volume,turnover,ma5,ma10,ma20,rsi_6,bias_20,is_yang,body_ratio,upper_shadow_ratio,lower_shadow_ratio,close_position,amplitude
300537,广信材料,6,1.3741672198876485,0.9562286344614791,25.81999969482422,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.96 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中6.3% (+1)', '尾盘': '🟡 收于中上74% (+1)'}",24.809999465942383,26.229999542236328,24.6299991607666,15823585.0,408564959.8710251,25.155999755859376,24.852000045776368,24.396499919891358,58.90409348270453,5.834852456733882,True,63.12499925494212,25.624984353784473,11.250016391273405,74.37501564621553,6.281901941908615
300517,海波重科,6,1.0569114831302382,0.7783393506505979,12.430000305175781,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.78 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.3% (+1)', '尾盘': '🟡 收于中上75% (+1)'}",12.289999961853027,12.529999732971191,12.130000114440918,3825480.0,47550717.56744385,12.208000183105469,12.208000087738037,12.162000036239624,98.46150460330851,2.2035871414042583,True,35.00011920940324,24.999880790596762,40.0,75.00011920940324,3.2520293685164203
300566,激智科技,6,1.6104664383927856,1.3973884477579375,20.190000534057617,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.40 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中4.3% (+1)', '尾盘': '❌ 收于低位58% (0)'}",19.709999084472656,20.549999237060547,19.700000762939453,12353555.0,249418282.04751015,19.9,19.754000091552733,19.604499912261964,85.81566327807425,2.986562393409697,True,56.47086014845931,42.35286461839495,1.1762752331457396,57.647135381605054,4.277797877304405
300586,美联新材,6,1.415565063584232,0.8929911639956533,10.029999732971191,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.89 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.4% (+1)', '尾盘': '✅ 收于高位82% (+2)'}",9.869999885559082,10.09000015258789,9.75,7771748.0,77950630.36471939,10.023999977111817,10.303999900817871,10.829499912261962,34.45375592140746,-7.382614024360603,True,47.058757531218795,17.64717432036711,35.2940681484141,82.35282567963289,3.43781739924248
300594,朗进科技,6,2.3707758305639834,0.7272176666219368,26.34000015258789,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.73 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中7.7% (+1)', '尾盘': '🟡 收于中上68% (+1)'}",25.5,26.969999313354492,25.0,4010300.0,105631302.61192322,25.97599983215332,25.102999877929687,24.292999744415283,78.0392090864552,8.426297409578627,True,42.63961651628944,31.979663977336433,25.380719506374128,68.02033602266357,7.656429647892909
300610,晨化股份,6,1.1570197126839468,1.2401655076171223,12.239999771118164,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.24 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.4% (+1)', '尾盘': '🟡 收于中上76% (+1)'}",12.039999961853027,12.34000015258789,11.930000305175781,5431600.0,66482782.75680542,12.07800006866455,12.113000106811523,12.184500026702882,66.05503142315436,0.4554946390385515,True,48.780459438588004,24.39034602108319,26.82919454032881,75.60965397891681,3.38842838418414
300666,江丰电子,6,8.926680431578458,5.0,123.61000061035156,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '🟡 阳线 (+1)', '量能': '✅ 放量上涨 量比5.00 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅17.0% (0)', '尾盘': '🟡 收于中上69% (+1)'}",113.58000183105469,129.61000061035156,110.33000183105469,42595360.0,5265212475.598145,115.5060028076172,116.04400253295898,119.63850135803223,100.0,3.3195829162337605,True,52.02281853911332,31.12033392057515,16.85684754031154,68.87966607942485,16.989776356152067
300626,华瑞股份,6,2.454589982328233,1.23461253673323,20.8700008392334,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '🟡 温和放量 量比1.23 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中7.7% (+1)', '尾盘': '❌ 收于低位55% (0)'}",20.149999618530273,21.579999923706055,20.010000228881836,11524950.0,240525716.17212296,20.230000686645507,19.981000328063963,19.30050039291382,74.19356029562688,8.13191582792238,True,45.859959277491335,45.2228804128621,8.91716030964657,54.77711958713791,7.70741104634782
300654,世纪天鸿,6,2.3070801025749965,1.176340559528976,12.859999656677246,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比1.18 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中7.8% (+1)', '尾盘': '🟡 收于中上78% (+1)'}",12.520000457763672,13.079999923706055,12.100000381469727,33047340.0,424988781.0540962,12.621999740600586,12.394999885559082,11.785499906539917,57.5757400610737,9.117133415283272,True,34.69381201318796,22.449017325740268,42.85717066107178,77.55098267425974,7.796337040802391
300694,蠡湖股份,6,1.3229577528969805,0.860609440384577,13.020000457763672,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '❌ 缩量 量比0.86 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中4.0% (+1)', '尾盘': '🟡 收于中上69% (+1)'}",12.789999961853027,13.180000305175781,12.670000076293945,7087800.0,92283159.24453735,12.884000205993653,12.704000186920165,12.598000097274781,70.8737873066959,3.349740889271613,True,45.09811621357807,31.37250502081253,23.529378765609398,68.62749497918746,3.9688732586909414
