code,name,close,open,high,low,change_pct,volume,turnover,volume_ratio,ma5,ma10,ma20,rsi_6,bias_20,is_yang,body_ratio,upper_shadow_ratio,lower_shadow_ratio,close_position,amplitude,six_dim_score,six_dim_details
000156,华数传媒,9.829999923706055,8.649999618530273,9.829999923706055,8.989999771118164,9.955261578262796,88196302.0,866969641.9311562,1.9664179697649,8.935999870300293,8.805999946594238,8.616999959945678,79.45205956677049,14.07682452592263,True,140.47620128882247,0.0,-40.47620128882248,100.0,9.395975302180895,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.97 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅9.4% (0)', '尾盘': '✅ 收于高位100% (+2)'}"
000582,北部湾港,9.890000343322754,9.710000038146973,9.90999984741211,9.569999694824219,1.853762146947756,49334691.0,487920110.927722,1.404116137807216,9.780000114440918,9.771999931335449,9.736499929428101,74.69881733019733,1.5765461408848305,True,52.941242468781205,5.882204445242289,41.17655308597651,94.1177955547577,3.5015463568708207,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '🟡 温和放量 量比1.40 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.5% (+1)', '尾盘': '✅ 收于高位94% (+2)'}"
000681,视觉中国,30.489999771118164,25.899999618530273,30.489999771118164,28.360000610351562,9.992786891698032,143297862.0,4369151779.581722,1.7830275310053394,27.41199951171875,27.039999961853027,28.05649995803833,75.74256747952433,8.673568751338935,True,215.49304981584675,0.0,-115.49304981584676,100.0,7.6839798467832034,9,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.78 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中7.7% (+1)', '尾盘': '✅ 收于高位100% (+2)'}"
000703,恒逸石化,13.329999923706055,11.779999732971191,13.420000076293945,12.520000457763672,2.775633379070974,48908244.0,651946888.7885971,1.2129063924793038,12.53799991607666,12.155000019073487,11.707000064849854,100.0,13.863499187372867,True,172.2223164123181,10.00002119277157,-82.22233760508966,89.99997880722843,6.939087124139644,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '🟡 温和放量 量比1.21 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中6.9% (+1)', '尾盘': '✅ 收于高位90% (+2)'}"
000801,四川九洲,16.170000076293945,15.619999885559082,16.18000030517578,15.680000305175781,2.536459143432371,22697716.0,367022069.4516983,1.6877085115302837,15.822000122070312,15.728000068664551,16.151000213623046,81.3007947276604,0.1176389227886527,True,110.00003814697266,2.0000457763671875,-12.000083923339844,97.99995422363281,3.1705769529882724,9,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.69 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.2% (+1)', '尾盘': '✅ 收于高位98% (+2)'}"
300133,华策影视,11.229999542236328,8.899999618530273,11.449999809265137,9.5600004196167,17.71488036835421,428321416.0,4810049305.610016,2.110921640136179,9.531999969482422,9.339999961853028,9.155000019073487,82.82207422394026,22.665205011903836,True,123.28045905556945,11.640229527784731,-34.92068858335419,88.35977047221527,19.811314436120064,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比2.11 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅19.8% (0)', '尾盘': '✅ 收于高位88% (+2)'}"
300533,冰川网络,36.310001373291016,33.29999923706055,36.650001525878906,34.79999923706055,4.219291659773241,17136587.0,622229497.503521,1.671880479938141,34.32000045776367,34.9620002746582,36.83900032043457,75.58884673035374,-1.435975304818792,True,162.70261687908663,18.37836388867696,-81.08098076776358,81.62163611132304,5.309995065200774,9,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.67 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中5.3% (+1)', '尾盘': '✅ 收于高位82% (+2)'}"
300528,幸福蓝海,29.459999084472656,24.0,29.459999084472656,24.110000610351562,20.0,87984043.0,2592009826.228203,1.5573912980647981,25.003999710083008,23.467000007629395,22.585499954223632,79.58581172767865,30.437666397388952,True,102.05608676121413,0.0,-2.0560867612141434,100.0,21.792255154308783,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.56 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅21.8% (0)', '尾盘': '✅ 收于高位100% (+2)'}"
000157,中联重科,9.680000305175781,9.289999961853027,9.739999771118164,9.4399995803833,0.7284146826154891,78648286.0,761315432.4815521,0.8216644170157331,9.485999870300294,9.169999980926514,8.99399995803833,91.26986349582388,7.627310988859219,True,130.00003178912368,19.999809265257984,-49.999841054381655,80.00019073474202,3.121750275260586,8,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '❌ 缩量 量比0.82 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.1% (+1)', '尾盘': '✅ 收于高位80% (+2)'}"
000425,徐工机械,11.949999809265137,11.640000343322754,11.989999771118164,11.65999984741211,0.758854596907345,86959181.0,1039162196.3638525,0.8637827157556544,11.71399974822998,11.260999870300292,11.135499954223633,88.52458760098264,7.314443521977373,True,93.93925382192295,12.121203363870185,-6.0604571857931395,87.87879663612982,2.7824614945942505,8,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '❌ 缩量 量比0.86 (0)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中2.8% (+1)', '尾盘': '✅ 收于高位88% (+2)'}"
