code,name,close,prev_close,open,high,low,change_pct,volume,turnover,volume_ratio,ma5,ma10,ma20,rsi_6,bias_20,is_yang,body_ratio,upper_shadow_ratio,lower_shadow_ratio,close_position,amplitude,six_dim_score,six_dim_details
000600,建投能源,8.859999656677246,8.470000267028809,8.510000228881836,8.899999618530273,8.5,4.604479071465784,42182832.0,373739877.03767395,1.904857603571304,8.55999984741211,8.533999919891357,8.682499933242799,67.02128523020107,2.044338897773579,True,87.49994039529838,10.0,2.500059604701619,90.0,4.722545524435849,9,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.90 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中4.7% (+1)', '尾盘': '✅ 收于高位90% (+2)', '建议': '建议 8.56 以下低吸'}"
000601,GuangDong ShaoNeng G,5.269999980926514,5.170000076293945,5.210000038146973,5.300000190734863,5.139999866485596,1.9342341036144073,37928631.0,199883884.64656878,1.6490018270364986,5.181999969482422,5.158999967575073,5.156999969482422,58.97438405455997,2.19119666691471,True,37.49988824151753,18.750093132068724,43.75001862641375,81.24990686793127,3.0947837889387797,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '🟡 阳线 (+1)', '量能': '✅ 放量上涨 量比1.65 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中3.1% (+1)', '尾盘': '✅ 收于高位81% (+2)', '建议': '建议 5.18 以下低吸'}"
000811,冰轮环境,18.309999465942383,17.5,17.65999984741211,18.469999313354492,17.65999984741211,4.628568376813616,42144667.0,771668830.2623196,1.4166022347608747,17.607999801635742,17.20099983215332,16.884999799728394,65.38458716942377,8.439441416143282,True,80.24691939445174,19.753080605548266,0.0,80.24691939445174,4.628568376813616,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '🟡 温和放量 量比1.42 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中4.6% (+1)', '尾盘': '✅ 收于高位80% (+2)', '建议': '建议 17.61 以下低吸'}"
000967,盈峰环境,7.53000020980835,7.309999942779541,7.329999923706055,7.559999942779541,7.230000019073486,3.0095795998755657,36057788.0,271515151.205225,1.5767773104285399,7.292000007629395,7.192999982833863,7.211499977111816,74.07409696749207,4.416560129063354,True,60.606161315492876,9.090830274831662,30.303008409675463,90.90916972516834,4.514362876733157,9,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.58 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中4.5% (+1)', '尾盘': '✅ 收于高位91% (+2)', '建议': '建议 7.29 以下低吸'}"
000962,东方钽业,48.9900016784668,44.540000915527344,44.93000030517578,48.9900016784668,44.20000076293945,9.991020816050574,46715222.0,2288578804.189949,1.6394170285316445,43.65400085449219,42.62100028991699,40.82050037384033,64.27075555200618,20.01323166009464,True,84.75992896222733,0.0,15.240071037772662,100.0,10.754379921571743,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.64 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅10.8% (0)', '尾盘': '✅ 收于高位100% (+2)', '建议': '建议 43.65 以下低吸'}"
300811,铂科新材,79.44999694824219,74.6500015258789,74.9800033569336,79.8499984741211,74.69999694824219,6.430000434359358,14164274.0,1125351526.0740662,2.16009640395132,75.3520004272461,76.24500045776367,78.29600067138672,56.75674522647152,1.473889173086709,True,86.79596634771363,7.767017618711121,5.437016033575252,92.23298238128888,6.898863256008851,9,"{'趋势': '🟡 站上MA5 (+1)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比2.16 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中6.9% (+1)', '尾盘': '✅ 收于高位92% (+2)', '建议': '建议 75.35 以下低吸'}"
600026,中远海能,18.729999542236328,17.030000686645508,17.479999542236328,18.729999542236328,17.200000762939453,9.982376905738565,87687085.0,1642379061.910038,1.602128136128026,17.060000038146974,16.492000007629393,15.639999961853027,76.1273351128524,19.7570306132993,True,81.69941158871048,0.0,18.300588411289517,100.0,8.98413809517143,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.60 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅9.0% (0)', '尾盘': '✅ 收于高位100% (+2)', '建议': '建议 17.06 以下低吸'}"
603688,石英股份,47.470001220703125,43.150001525878906,43.2599983215332,47.470001220703125,43.20000076293945,10.011586424239937,34161271.0,1621635576.0707703,1.7542834274049937,43.1120002746582,41.69500045776367,40.99250049591065,77.70766119893734,15.801672614332624,True,98.59490510159868,0.0,1.4050948984013114,100.0,9.895713341291007,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '✅ 放量上涨 量比1.75 (+2)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅9.9% (0)', '尾盘': '✅ 收于高位100% (+2)', '建议': '建议 43.11 以下低吸'}"
688060,云涌科技,49.72999954223633,48.130001068115234,48.029998779296875,49.79999923706055,47.25,3.3243266956439927,923081.0,45904817.70744705,1.2188761601085087,48.49600067138672,47.446000289916995,47.02800025939941,79.23078051686244,5.745511754557055,True,66.66671653200532,2.74508689284587,30.588196575148814,97.25491310715412,5.298149138728878,9,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '🟡 温和放量 量比1.22 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '✅ 振幅适中5.3% (+1)', '尾盘': '✅ 收于高位97% (+2)', '建议': '建议 48.50 以下低吸'}"
000338,潍柴动力,28.06999969482422,25.969999313354492,26.389999389648438,28.290000915527344,26.1299991607666,8.086255051958544,159979706.0,4490630298.598068,1.404795522354356,25.889999771118163,24.9689998626709,23.92549991607666,75.26315560521356,17.322521131366937,True,77.77772872049682,10.185233424844785,12.037037854658386,89.81476657515522,8.317296156607942,8,"{'趋势': '✅ 多头排列 (+2)', 'K线': '✅ 强势阳线 (+2)', '量能': '🟡 温和放量 量比1.40 (+1)', '分时': '✅ 收盘高于开盘 (+1)', '盘口': '❌ 振幅8.3% (0)', '尾盘': '✅ 收于高位90% (+2)', '建议': '建议 25.89 以下低吸'}"
